금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,12,3.5,3.5,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,자유적립식,12,1.9,1.9,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,24,3.2,3.2,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,24,3.9,3.9,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,24,3.7,3.7,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,24,3.5,3.5,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,24,4.0,4.0,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,36,3.1,3.1,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,36,3.7,3.7,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,36,3.5,3.5,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
평택저축은행,정기적금,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
평택저축은행,정기적금-모바일,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,6,2.2,2.2,2금융권
평택저축은행,정기적금-모바일,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,12,3.2,3.2,2금융권
평택저축은행,정기적금-모바일,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,24,3.1,3.1,2금융권
평택저축은행,정기적금-모바일,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,36,3.0,3.0,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,6,2.3,2.3,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,6,3.5,3.5,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,3.3,3.3,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,3.9,3.9,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,12,3.5,3.5,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,24,3.9,3.9,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,24,3.0,3.0,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,24,3.5,3.5,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,36,3.1,3.1,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,36,3.0,3.0,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,복리,정액적립식,36,3.5,3.5,2금융권
평택저축은행,정기적금-인터넷,"영업점,인터넷,스마트폰","1개월이내→약정금리 또는 만기시 정기적금이율 중 낮은금리 적용, 1개월 초과→보통예금이율",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
푸른저축은행,푸른 정기적금,"영업점,인터넷,스마트폰","만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)",- 없음,제한 없음,단리,정액적립식,6,3.3,3.3,2금융권
푸른저축은행,푸른 정기적금,"영업점,인터넷,스마트폰","만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)",- 없음,제한 없음,단리,정액적립식,12,3.7,3.7,2금융권
푸른저축은행,푸른 정기적금,"영업점,인터넷,스마트폰","만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)",- 없음,제한 없음,단리,정액적립식,24,3.3,3.3,2금융권
푸른저축은행,프리스타일 적금,"영업점,인터넷,스마트폰","만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)",-,개인,단리,자유적립식,12,2.8,2.8,2금융권
푸른저축은행,프리스타일 적금,"영업점,인터넷,스마트폰","만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)",-,개인,단리,자유적립식,24,2.4,2.4,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,6,2.6,2.6,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,12,3.6,3.8,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,12,4.0,4.0,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.6,3.8,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.8,3.8,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,단리,정액적립식,36,3.6,3.8,2금융권
하나저축은행,1Q비대면정기적금,"인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리",없음,제한없음,복리,정액적립식,36,3.8,3.8,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,6,2.2,2.2,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,6,2.6,2.6,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,6,2.5,2.6,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,12,3.5,3.5,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,12,3.4,3.4,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,12,3.9,6.3,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,12,2.5,2.5,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,24,3.3,3.3,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,24,3.7,3.8,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,24,2.5,2.5,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,36,3.0,3.0,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,36,3.2,3.2,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,복리,정액적립식,36,3.7,3.8,2금융권
하나저축은행,정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%

사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%

※ 단위는 연%p",제한없음,단리,정액적립식,36,2.5,2.5,2금융권
하나저축은행,파란 하늘 정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","당 저축은행 APP 월1회 이상 로그인 기록 횟수에 따라 차등적용+2.0%
(7회~9회:0.5%/10회~11회:1.0%/ 12회이상:2.0%)
*월 최대 로그인 기록은 1회로 제한 적용(ex.12월 3회 로그인→12월 실적 1회 인정)
당 저축은행 개인(신용)정보 수집·이용 제공동의(상품서비스 안내 등) 및 상품서비스 안내수단 전체 동의 시 1.0%","개인(1인,1계좌에 한함_활동좌기준)",단리,정액적립식,12,2.0,5.0,2금융권
하나저축은행,파란 하늘 정기적금,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","당 저축은행 APP 월1회 이상 로그인 기록 횟수에 따라 차등적용+2.0%
(7회~9회:0.5%/10회~11회:1.0%/ 12회이상:2.0%)
*월 최대 로그인 기록은 1회로 제한 적용(ex.12월 3회 로그인→12월 실적 1회 인정)
당 저축은행 개인(신용)정보 수집·이용 제공동의(상품서비스 안내 등) 및 상품서비스 안내수단 전체 동의 시 1.0%","개인(1인,1계좌에 한함_활동좌기준)",단리,정액적립식,24,2.0,5.0,2금융권
한국투자저축은행,비대면 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,3.0,3.0,2금융권
한국투자저축은행,비대면 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
한국투자저축은행,비대면 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
한국투자저축은행,비대면 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
한국투자저축은행,스마트뱅킹 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,3.0,3.0,2금융권
한국투자저축은행,스마트뱅킹 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
한국투자저축은행,스마트뱅킹 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
한국투자저축은행,스마트뱅킹 정기적금,스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,자유적립식,6,2.3,2.3,2금융권
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,자유적립식,12,2.8,2.8,2금융권
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),스마트폰,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,2.7,2.7,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,복리,자유적립식,6,3.5,3.5,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,2.0,2.0,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,3.0,3.0,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,복리,자유적립식,12,3.7,3.7,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.5,3.5,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,2.9,2.9,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,2.6,2.6,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,24,2.9,2.9,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,2.1,2.1,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
한국투자저축은행,인터넷정기적금,인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,36,2.9,2.9,2금융권
한국투자저축은행,인터넷정기적금(자유적립식),인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,2.6,2.6,2금융권
한국투자저축은행,인터넷정기적금(자유적립식),인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
한국투자저축은행,인터넷정기적금(자유적립식),인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,자유적립식,6,2.3,2.3,2금융권
한국투자저축은행,인터넷정기적금(자유적립식),인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,6,1.7,1.7,2금융권
한국투자저축은행,인터넷정기적금(자유적립식),인터넷,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
